LU2ME002;21100712;66
LU2ME002;21100963;62
LU2ME002;21100975;63.5
LU2ME002;21102219;14.5
LU2ME002;21102444;59
LU2ME002;21105766;76.5
LU2ME002;21106194;63.5
LU2ME002;21106813;88.75
LU2ME002;21108230;52
LU2ME002;21109852;48.5
LU2ME002;21109967;62
LU2ME002;21113328;57
LU2ME002;21113352;18
LU2ME002;21113403;67
LU2ME002;21113972;65.5
LU2ME002;21114032;62
LU2ME002;21116370;86.5
LU2ME002;21117164;82
LU2ME002;21119936;0
LU2ME002;21120260;35
LU2ME002;21137051;32
LU2ME002;28504397;36
LU2ME002;28600200;43.5
LU2ME002;28600528;34
LU2ME002;28600584;26
LU2ME002;28600642;30
LU2ME002;28600983;14.5
LU2ME002;28601268;6
LU2ME002;28601812;66.5
LU2ME002;28602137;39.5
LU2ME002;28602453;33
LU2ME002;28602687;21
LU2ME002;28602756;55.5
LU2ME002;28602780;65.5
LU2ME002;28602962;73.5
LU2ME002;28603004;81
LU2ME002;28603116;56.5
LU2ME002;28603276;54
LU2ME002;28603597;56.25
LU2ME002;28603777;30
LU2ME002;28604017;32
LU2ME002;28604520;26.5
LU2ME002;28604566;51.5
LU2ME002;28604720;44.5
LU2ME002;28604997;59
LU2ME002;28605081;7.5
LU2ME002;28605086;47
LU2ME002;28606382;35.5
LU2ME002;28606486;53
LU2ME002;28606866;39.5
LU2ME002;28607385;38.5
LU2ME002;28607799;36
LU2ME002;28607916;17
LU2ME002;28608495;25.25
LU2ME002;28608546;53.5
LU2ME002;28608911;22.5
LU2ME002;28609130;30.5
LU2ME002;28609478;40
LU2ME002;28609631;34
LU2ME002;28609908;0
LU2ME002;28610064;19
LU2ME002;28610354;33
LU2ME002;28610425;44.5
LU2ME002;28610524;11
LU2ME002;28610776;61
LU2ME002;28611165;50.5
LU2ME002;28611398;59
LU2ME002;28614638;39
LU2ME002;28614739;33.5
LU2ME002;28618339;20.5
LU2ME002;28618475;41.25
LU2ME002;28620157;62.5
LU2ME002;28620637;21
LU2ME002;28626268;36.5
LU2ME002;28628537;44.25
LU2ME002;28628647;56
LU2ME002;28629158;62
LU2ME002;28631007;60
LU2ME002;28631179;0
LU2ME002;28631326;19.5
LU2ME002;28631358;37
LU2ME002;28631946;81.75
LU2ME002;28632274;29.5
LU2ME002;28632829;46
LU2ME002;28632912;64.5
LU2ME002;28633037;0
LU2ME002;28633286;44
LU2ME002;28633513;56
LU2ME002;28633548;55
LU2ME002;28634904;58.5
LU2ME002;28635007;62
LU2ME002;28639222;46
LU2ME002;28702216;43.5
LU2ME002;28705069;83
LU2ME002;28705295;47.5
LU2ME002;28705299;63
LU2ME002;28705334;68.5
LU2ME002;28705375;63.25
LU2ME002;28705379;47
LU2ME002;28705384;64
LU2ME002;28705389;52
LU2ME002;28705393;29
LU2ME002;28705413;55
LU2ME002;28705424;74.5
LU2ME002;28705473;42
LU2ME002;28705478;43
LU2ME002;28705521;54.5
LU2ME002;28705536;45.5
LU2ME002;28705550;62.5
LU2ME002;28705556;44
LU2ME002;28705557;67.5
LU2ME002;28705560;59.75
LU2ME002;28705585;71.5
LU2ME002;28705595;0
LU2ME002;28705606;46.5
LU2ME002;28705630;59.5
LU2ME002;28705636;27.5
LU2ME002;28705655;79
LU2ME002;28705694;48
LU2ME002;28705702;56
LU2ME002;28705749;57.5
LU2ME002;28705761;37.5
LU2ME002;28705778;42.5
LU2ME002;28705829;55.5
LU2ME002;28705838;81
LU2ME002;28705851;58.5
LU2ME002;28705867;95.5
LU2ME002;28705892;78.5
LU2ME002;28705910;75
LU2ME002;28705922;77.5
LU2ME002;28705934;0
LU2ME002;28705952;45
LU2ME002;28705955;61
LU2ME002;28705969;55
LU2ME002;28705978;85.25
LU2ME002;28705996;70
LU2ME002;28706022;56.25
LU2ME002;28706029;47
LU2ME002;28706037;61.5
LU2ME002;28706084;50
LU2ME002;28706118;41.5
LU2ME002;28706133;59
LU2ME002;28706178;63.75
LU2ME002;28706207;70
LU2ME002;28706228;53
LU2ME002;28706267;52.5
LU2ME002;28706288;28.5
LU2ME002;28706289;62
LU2ME002;28706297;57
LU2ME002;28706307;74.5
LU2ME002;28706324;61.25
LU2ME002;28706334;64.5
LU2ME002;28706353;11
LU2ME002;28706372;55.5
LU2ME002;28706375;54.5
LU2ME002;28706377;80.25
LU2ME002;28706396;53.5
LU2ME002;28706397;86.5
LU2ME002;28706398;50
LU2ME002;28706408;26
LU2ME002;28706429;45.5
LU2ME002;28706431;53.5
LU2ME002;28706449;37
LU2ME002;28706484;53
LU2ME002;28706493;62
LU2ME002;28706502;52
LU2ME002;28706510;53.5
LU2ME002;28706513;53.5
LU2ME002;28706514;55.5
LU2ME002;28706611;39.5
LU2ME002;28706671;73.75
LU2ME002;28706680;68
LU2ME002;28706686;52.5
